t,x,y,vx,vy,r,v,energy,h,e,dt_eff
0,27000000,0,0,31000,27000000,31000,227382370.4,8.37e+11,2.796653759,0
34.792,26994327.89,1078476.49,-325.951166,30993.4914,27015862.93,30995.20533,227382370.4,8.37e+11,2.796653759,1.7396
135.661,26914161.48,4201049.149,-1259.24546,30902.31321,27240060.61,30927.95921,227382370.4,8.37e+11,2.796653759,5.04345
237.882,26738714.93,7350793.925,-2164.381146,30707.91108,27730723.89,30784.09246,227382370.4,8.37e+11,2.796653759,5.11105
342.238,26467468.84,10541043.97,-3021.081677,30420.53814,28489305.27,30570.18278,227382370.4,8.37e+11,2.796653759,5.2178
442.352,26127164.32,13569999.84,-3763.463456,30080.94533,29441019.19,30315.45694,227382370.4,8.37e+11,2.796653759,5.0057
542.82,25715188.5,16573210.56,-4423.263665,29698.10312,30593172.9,30025.69883,227382370.4,8.37e+11,2.796653759,5.0234
647.887,25218196.93,19671307.78,-5021.963653,29272.96544,31983086.25,29700.61657,227382370.4,8.37e+11,2.796653759,5.25335
750.943,24674103.6,22666171.63,-5523.734444,28847.98161,33504726.9,29372.0562,227382370.4,8.37e+11,2.796653759,5.1528
854.809,24077495.74,25640407.26,-5952.142732,28424.24493,35173232.52,29040.75934,227382370.4,8.37e+11,2.796653759,5.1933
954.66,23465326.85,28458752.9,-6299.756344,28029.30448,36885256.96,28728.53702,227382370.4,8.37e+11,2.796653759,4.99255
1055.423,22815213.05,31263704.79,-6595.565262,27648.13957,38703400.16,28423.95298,227382370.4,8.37e+11,2.796653759,5.03815
1158.877,22119300.6,34104672.14,-6850.432984,27277.9072,40649626.33,28124.94717,227382370.4,8.37e+11,2.796653759,5.1727
1258.162,21428669.38,36796205.44,-7055.81257,26943.94416,42581082.73,27852.47956,227382370.4,8.37e+11,2.796653759,4.96425
1358.579,20711109.24,39485773.66,-7230.774559,26627.60677,44587849.99,27591.91082,227382370.4,8.37e+11,2.796653759,5.02085
1461.458,19959237.82,42209460.16,-7381.443257,26325.31711,46690574.01,27340.593,227382370.4,8.37e+11,2.796653759,5.14395
1568.619,19160985.2,45014637.32,-7512.790621,26032.81875,48923010.2,27095.19653,227382370.4,8.37e+11,2.796653759,5.35805
1686.436,18268575.83,48064010.12,-7632.363007,25735.88831,51418770.23,26843.78722,227382370.4,8.37e+11,2.796653759,5.89085
1802.454,17377281.73,51034011.58,-7729.291893,25466.76947,53911411.21,26613.87421,227382370.4,8.37e+11,2.796653759,5.8009
1922.24,16446323.24,54069042.81,-7811.704487,25211.02191,56514979.77,26393.52862,227382370.4,8.37e+11,2.796653759,5.9893
2039.395,15527129.62,57008962.61,-7878.106554,24980.61957,59085646.08,26193.43271,227382370.4,8.37e+11,2.796653759,5.85775
2159.674,14576068.66,60000307.3,-7934.31295,24762.42347,61745434.28,26002.51792,227382370.4,8.37e+11,2.796653759,6.01395
2274.758,13660320.49,62838818.14,-7978.735602,24569.38582,64306464.84,25832.43971,227382370.4,8.37e+11,2.796653759,5.7542
2389.219,12744903.09,65640731.85,-8015.39754,24391.1968,66866570.37,25674.44408,227382370.4,8.37e+11,2.796653759,5.72305
2508.253,11788862.16,68533744.11,-8046.901555,24219.10649,69540285.83,25520.92756,227382370.4,8.37e+11,2.796653759,5.9517
2625.889,10840701.99,71373373.81,-8072.500584,24061.02469,72191961.52,25379.08933,227382370.4,8.37e+11,2.796653759,5.8818
2743.457,9890359.277,74193426.44,-8093.489865,23913.81834,74849741.04,25246.29251,227382370.4,8.37e+11,2.796653759,5.8784
2858.127,8961286.103,76927847.95,-8110.243051,23779.67328,77448037.03,25124.66724,227382370.4,8.37e+11,2.796653759,5.7335
