t,type,r,v,details
2981.3968,apocenter,7204880.704,7383.883514,{"ecc": 0.014423274037607398, "energy": -28058754.52399888}
5962.3136,pericenter,7000001.81,7599.998031,{"ecc": 0.014423274047773492, "energy": -28058754.523994256}
8938.94,apocenter,7204880.572,7383.883652,{"ecc": 0.014423274038172397, "energy": -28058754.524005234}
11919.01495,pericenter,7000001.552,7599.998307,{"ecc": 0.01442327404936678, "energy": -28058754.523999892}
14896.9068,apocenter,7204880.242,7383.883995,{"ecc": 0.014423274038076039, "energy": -28058754.524012707}
17876.4372,pericenter,7000001.709,7599.998139,{"ecc": 0.014423274048705985, "energy": -28058754.52400776}
20852.35595,apocenter,7204880.841,7383.883372,{"ecc": 0.014423274038234802, "energy": -28058754.524019897}
