t,type,r,v,details
24223.47295,apocenter,50441316.74,1387.751276,{"ecc": 0.7562729913817852, "energy": -6938755.900968095}
48449.21199,pericenter,7000178.533,9999.854621,{"ecc": 0.7562729913917732, "energy": -6938755.90072383}
72668.45302,apocenter,50441314.99,1387.751474,{"ecc": 0.7562729913761126, "energy": -6938755.901108874}
96887.49208,pericenter,7000056.992,9999.953481,{"ecc": 0.756272991386827, "energy": -6938755.900846854}
121111.5438,apocenter,50441313.78,1387.75161,{"ecc": 0.7562729913752594, "energy": -6938755.901131201}
145331.8103,pericenter,7000151.636,9999.876498,{"ecc": 0.756272991397057, "energy": -6938755.900598176}
