t,type,r,v,details
2918.107,apocenter,7000826.618,7545.109011,{"ecc": 5.904087423636018e-05, "energy": -28467696.285716888}
5832.2582,pericenter,7000000.002,7545.999998,{"ecc": 5.904088723363011e-05, "energy": -28467696.285721503}
