t,x,y,vx,vy,r,v,energy,h,e,dt_eff
0,3800000,0,0,3360,3800000,3360,-5578057.895,1.2768e+10,0.005946979449,0
23.080104,3799213.407,77543.79852,-68.15961467,3359.304487,3800004.678,3359.995888,-5578057.895,1.2768e+10,0.005946979449,1.1540052
27.721464,3798865.25,93134.84735,-81.86382367,3358.996644,3800006.748,3359.994068,-5578057.895,1.2768e+10,0.005946979449,0.231696
32.2267248,3798466.469,108267.2289,-95.16485025,3358.644039,3800009.12,3359.991984,-5578057.895,1.2768e+10,0.005946979449,0.2240736
36.9143856,3797987.934,124010.4435,-109.0027571,3358.220916,3800011.966,3359.989482,-5578057.895,1.2768e+10,0.005946979449,0.2221392
