t,type,r,v,details
737402.6038,apocenter,7000826.615,7545.109014,{"ecc": 5.9040385541622876e-05, "energy": -28467696.288581878}
740318.3688,pericenter,7000000.007,7545.999992,{"ecc": 5.904040822881589e-05, "energy": -28467696.288591444}
743235.0052,apocenter,7000826.608,7545.109021,{"ecc": 5.9040387501855294e-05, "energy": -28467696.288600277}
746148.055,pericenter,7000000.008,7545.999991,{"ecc": 5.9040411978587594e-05, "energy": -28467696.28861077}
749064.7404,apocenter,7000826.606,7545.109023,{"ecc": 5.904039101016908e-05, "energy": -28467696.288620844}
751978.5433,pericenter,7000000.01,7545.999988,{"ecc": 5.904046144038743e-05, "energy": -28467696.28865447}
754891.316,apocenter,7000826.614,7545.109015,{"ecc": 5.904044087484407e-05, "energy": -28467696.288662758}
757807.926,pericenter,7000000.011,7545.999988,{"ecc": 5.904047179790115e-05, "energy": -28467696.288676776}
760719.3584,apocenter,7000826.616,7545.109013,{"ecc": 5.904044454191924e-05, "energy": -28467696.288688906}
763635.7752,pericenter,7000000.007,7545.999992,{"ecc": 5.90404650219756e-05, "energy": -28467696.28869732}
766551.7279,apocenter,7000826.609,7545.10902,{"ecc": 5.904044143340049e-05, "energy": -28467696.288707465}
769463.7622,pericenter,7000000.005,7545.999994,{"ecc": 5.904046708725972e-05, "energy": -28467696.28871859}
772380.6565,apocenter,7000826.61,7545.109019,{"ecc": 5.9040446352411545e-05, "energy": -28467696.288727343}
775294.4578,pericenter,7000000.007,7545.999992,{"ecc": 5.9040485054431906e-05, "energy": -28467696.288750138}
778207.1778,apocenter,7000826.616,7545.109013,{"ecc": 5.904045682685767e-05, "energy": -28467696.288763482}
781122.1722,pericenter,7000000.004,7545.999995,{"ecc": 5.904050611457454e-05, "energy": -28467696.288786765}
784037.7358,apocenter,7000826.613,7545.109016,{"ecc": 5.904046681410778e-05, "energy": -28467696.288804404}
786955.4648,pericenter,7000000.015,7545.999984,{"ecc": 5.9040493962050995e-05, "energy": -28467696.28881581}
789870.9523,apocenter,7000826.602,7545.109028,{"ecc": 5.9040459152087015e-05, "energy": -28467696.288832255}
792780.819,pericenter,7000000.005,7545.999995,{"ecc": 5.904048762674761e-05, "energy": -28467696.28884507}
795695.136,apocenter,7000826.615,7545.109014,{"ecc": 5.9040458275885756e-05, "energy": -28467696.288858455}
798610.112,pericenter,7000000.005,7545.999994,{"ecc": 5.9040483205517154e-05, "energy": -28467696.28886943}
801525.5027,apocenter,7000826.613,7545.109016,{"ecc": 5.904045621201391e-05, "energy": -28467696.288881015}
804442.3493,pericenter,7000000.012,7545.999987,{"ecc": 5.904048281554844e-05, "energy": -28467696.28889277}
807356.1722,apocenter,7000826.61,7545.10902,{"ecc": 5.904042844581889e-05, "energy": -28467696.288918722}
810269.5395,pericenter,7000000.007,7545.999992,{"ecc": 5.904045401657027e-05, "energy": -28467696.288928915}
813184.1746,apocenter,7000826.613,7545.109016,{"ecc": 5.9040433071432255e-05, "energy": -28467696.28893743}
816101.7802,pericenter,7000000.015,7545.999983,{"ecc": 5.904045900946739e-05, "energy": -28467696.2889492}
819016.34,apocenter,7000826.604,7545.109025,{"ecc": 5.9040421615163745e-05, "energy": -28467696.288967155}
821926.2582,pericenter,7000000.004,7545.999995,{"ecc": 5.9040446883174465e-05, "energy": -28467696.28897879}
824841.022,apocenter,7000826.615,7545.109013,{"ecc": 5.904041195299949e-05, "energy": -28467696.288994648}
827757.9995,pericenter,7000000.008,7545.99999,{"ecc": 5.9040443182678385e-05, "energy": -28467696.289009098}
830672.22,apocenter,7000826.612,7545.109017,{"ecc": 5.904040606936543e-05, "energy": -28467696.28902633}
833587.1705,pericenter,7000000.008,7545.999991,{"ecc": 5.9040440276398676e-05, "energy": -28467696.289042484}
836500.2896,apocenter,7000826.614,7545.109015,{"ecc": 5.9040408081680986e-05, "energy": -28467696.289057743}
839416.6153,pericenter,7000000.009,7545.99999,{"ecc": 5.9040444620525954e-05, "energy": -28467696.289075132}
842331.5726,apocenter,7000826.61,7545.109019,{"ecc": 5.904041759803682e-05, "energy": -28467696.28908721}
845246.5002,pericenter,7000000.01,7545.999988,{"ecc": 5.904045663054825e-05, "energy": -28467696.28910303}
848160.3188,apocenter,7000826.611,7545.109018,{"ecc": 5.904043151616962e-05, "energy": -28467696.289113607}
851076.3892,pericenter,7000000.012,7545.999986,{"ecc": 5.904046004108122e-05, "energy": -28467696.28912629}
853989.3816,apocenter,7000826.612,7545.109017,{"ecc": 5.9040434268504766e-05, "energy": -28467696.28913904}
856902.0903,pericenter,7000000.004,7545.999995,{"ecc": 5.9040462209954756e-05, "energy": -28467696.289152473}
859816.1732,apocenter,7000826.616,7545.109013,{"ecc": 5.904043176213844e-05, "energy": -28467696.289166015}
862730.8106,pericenter,7000000.004,7545.999996,{"ecc": 5.904045605102045e-05, "energy": -28467696.289175685}
865647.0124,apocenter,7000826.613,7545.109016,{"ecc": 5.904043287343569e-05, "energy": -28467696.2891853}
868562.7395,pericenter,7000000.008,7545.999991,{"ecc": 5.904045379493312e-05, "energy": -28467696.28919361}
871477.0455,apocenter,7000826.612,7545.109017,{"ecc": 5.9040429971078704e-05, "energy": -28467696.289203558}
874390.8966,pericenter,7000000.006,7545.999993,{"ecc": 5.904045602185752e-05, "energy": -28467696.289214697}
877304.4502,apocenter,7000826.615,7545.109014,{"ecc": 5.904043407340295e-05, "energy": -28467696.289223816}
880219.1455,pericenter,7000000.004,7545.999995,{"ecc": 5.9040482563978e-05, "energy": -28467696.289247356}
883134.7992,apocenter,7000826.613,7545.109015,{"ecc": 5.904046013303637e-05, "energy": -28467696.289256386}
886048.0058,pericenter,7000000.004,7545.999996,{"ecc": 5.9040485142917264e-05, "energy": -28467696.28926675}
888964.8656,apocenter,7000826.612,7545.109017,{"ecc": 5.9040464345105224e-05, "energy": -28467696.289275415}
891879.894,pericenter,7000000.009,7545.99999,{"ecc": 5.90404853243278e-05, "energy": -28467696.28928384}
894795.0006,apocenter,7000826.609,7545.10902,{"ecc": 5.904046396930774e-05, "energy": -28467696.289292485}
897710.0465,pericenter,7000000.011,7545.999988,{"ecc": 5.904048579886541e-05, "energy": -28467696.28930158}
900621.1089,apocenter,7000826.616,7545.109013,{"ecc": 5.9040463891282216e-05, "energy": -28467696.28931055}
903536.8537,pericenter,7000000.005,7545.999994,{"ecc": 5.904048714844069e-05, "energy": -28467696.28932027}
906450.6918,apocenter,7000826.615,7545.109014,{"ecc": 5.904044797309519e-05, "energy": -28467696.289339077}
909367.2252,pericenter,7000000.007,7545.999992,{"ecc": 5.904059967105774e-05, "energy": -28467696.289456192}
912283.3024,apocenter,7000826.609,7545.109021,{"ecc": 5.904056975521819e-05, "energy": -28467696.289469894}
915196.9419,pericenter,7000000.008,7545.999991,{"ecc": 5.904060915828324e-05, "energy": -28467696.28948749}
918112.7235,apocenter,7000826.608,7545.109021,{"ecc": 5.904057885775023e-05, "energy": -28467696.289502136}
921025.2187,pericenter,7000000.005,7545.999994,{"ecc": 5.904061252816751e-05, "energy": -28467696.289516333}
923938.355,apocenter,7000826.616,7545.109012,{"ecc": 5.90405833756983e-05, "energy": -28467696.289529104}
926853.2058,pericenter,7000000.003,7545.999996,{"ecc": 5.90406183463732e-05, "energy": -28467696.289544635}
929767.501,apocenter,7000826.616,7545.109012,{"ecc": 5.9040585467562543e-05, "energy": -28467696.289560046}
932687.6209,pericenter,7000000.017,7545.999981,{"ecc": 5.9040616388371215e-05, "energy": -28467696.28957416}
935599.5867,apocenter,7000826.611,7545.109018,{"ecc": 5.904058893737888e-05, "energy": -28467696.28959092}
938513.4508,pericenter,7000000.006,7545.999993,{"ecc": 5.904062438145354e-05, "energy": -28467696.28961882}
941431.5376,apocenter,7000826.602,7545.109028,{"ecc": 5.904059899918659e-05, "energy": -28467696.289631467}
944341.4653,pericenter,7000000.004,7545.999995,{"ecc": 5.904063288637583e-05, "energy": -28467696.289647557}
947257.982,apocenter,7000826.611,7545.109018,{"ecc": 5.904060432592727e-05, "energy": -28467696.289660636}
950171.2113,pericenter,7000000.005,7545.999994,{"ecc": 5.9040638439266945e-05, "energy": -28467696.289675537}
953088.6527,apocenter,7000826.607,7545.109023,{"ecc": 5.9040611710247435e-05, "energy": -28467696.289687768}
956000.3815,pericenter,7000000.005,7545.999995,{"ecc": 5.904064538784261e-05, "energy": -28467696.289702237}
958913.852,apocenter,7000826.616,7545.109012,{"ecc": 5.9040616429490464e-05, "energy": -28467696.289715003}
961829.6061,pericenter,7000000.005,7545.999995,{"ecc": 5.904064106316156e-05, "energy": -28467696.289725535}
964742.9057,apocenter,7000826.617,7545.109012,{"ecc": 5.904061778338619e-05, "energy": -28467696.289735507}
967660.7396,pericenter,7000000.009,7545.99999,{"ecc": 5.904063887906707e-05, "energy": -28467696.2897439}
970573.3961,apocenter,7000826.615,7545.109014,{"ecc": 5.9040617729759425e-05, "energy": -28467696.28975227}
973492.3221,pericenter,7000000.017,7545.999981,{"ecc": 5.904064345457032e-05, "energy": -28467696.28976711}
976405.2505,apocenter,7000826.608,7545.109021,{"ecc": 5.9040621367874137e-05, "energy": -28467696.289777335}
979318.2107,pericenter,7000000.006,7545.999993,{"ecc": 5.9040647201084545e-05, "energy": -28467696.289787885}
982230.4618,apocenter,7000826.617,7545.109012,{"ecc": 5.9040626740452814e-05, "energy": -28467696.28979615}
985146.0409,pericenter,7000000.004,7545.999996,{"ecc": 5.904064585416215e-05, "energy": -28467696.289803587}
988061.9862,apocenter,7000826.613,7545.109016,{"ecc": 5.904062351893893e-05, "energy": -28467696.28981298}
990977.6296,pericenter,7000000.009,7545.99999,{"ecc": 5.9040645855743964e-05, "energy": -28467696.289822366}
993890.4706,apocenter,7000826.614,7545.109014,{"ecc": 5.9040623452774585e-05, "energy": -28467696.28983166}
996804.6863,pericenter,7000000.004,7545.999995,{"ecc": 5.9040643774184505e-05, "energy": -28467696.289840005}
999719.9282,apocenter,7000826.614,7545.109015,{"ecc": 5.9040620613221286e-05, "energy": -28467696.289850876}
1002635.867,pericenter,7000000.008,7545.999991,{"ecc": 5.9040642461859385e-05, "energy": -28467696.28986004}
1005549.133,apocenter,7000826.614,7545.109015,{"ecc": 5.90406220285276e-05, "energy": -28467696.289868493}
1008465.659,pericenter,7000000.01,7545.999989,{"ecc": 5.9040646091571733e-05, "energy": -28467696.289878387}
1011382.426,apocenter,7000826.602,7545.109028,{"ecc": 5.90406148364292e-05, "energy": -28467696.289895337}
1014296.81,pericenter,7000000.016,7545.999982,{"ecc": 5.904063681060772e-05, "energy": -28467696.289906297}
1017209.315,apocenter,7000826.61,7545.109019,{"ecc": 5.904060809082419e-05, "energy": -28467696.289920628}
1020122.999,pericenter,7000000.007,7545.999992,{"ecc": 5.9040641690009814e-05, "energy": -28467696.289936125}
1023037.015,apocenter,7000826.614,7545.109015,{"ecc": 5.9040615767564505e-05, "energy": -28467696.28994751}
1025950.534,pericenter,7000000.003,7545.999996,{"ecc": 5.904064930335871e-05, "energy": -28467696.289962266}
1028868.364,apocenter,7000826.608,7545.109021,{"ecc": 5.9040617257814635e-05, "energy": -28467696.289976347}
1031782.085,pericenter,7000000.008,7545.999991,{"ecc": 5.904064479180363e-05, "energy": -28467696.28998935}
1034694.507,apocenter,7000826.616,7545.109013,{"ecc": 5.9040607530176154e-05, "energy": -28467696.290007196}
1037608.937,pericenter,7000000.003,7545.999996,{"ecc": 5.904063027466473e-05, "energy": -28467696.290017452}
1040524.309,apocenter,7000826.614,7545.109014,{"ecc": 5.904060087944793e-05, "energy": -28467696.290029943}
1043441.542,pericenter,7000000.011,7545.999988,{"ecc": 5.904062269411101e-05, "energy": -28467696.29004072}
1046357.302,apocenter,7000826.604,7545.109025,{"ecc": 5.9040589697999806e-05, "energy": -28467696.290056635}
1049272.315,pericenter,7000000.016,7545.999982,{"ecc": 5.904061207768873e-05, "energy": -28467696.290066957}
1052183.064,apocenter,7000826.614,7545.109015,{"ecc": 5.9040569640659855e-05, "energy": -28467696.29008453}
1055097.18,pericenter,7000000.004,7545.999995,{"ecc": 5.904059063605587e-05, "energy": -28467696.290093776}
1058013.318,apocenter,7000826.611,7545.109017,{"ecc": 5.904056405113319e-05, "energy": -28467696.29010583}
