t,x,y,vx,vy,r,v,energy,h,e,dt_eff
0,7000000,0,0,-7600,7000000,7600,-28058754.29,5.32e+10,0.0144233172,0
940.538,3709987.713,-5991876.011,-6369.78941,-4052.038053,7047452.516,7549.386035,-28058754.59,5.319999975e+10,0.01442326209,47.0269
1014.303,3229128.136,-6271931.307,-6660.952857,-3537.475292,7054388.056,7542.017263,-28058754.59,5.319999975e+10,0.01442326209,3.68825
1091.962,2701397.256,-6524897.831,-6922.14092,-2973.919315,7061999.635,7533.938612,-28058754.59,5.319999975e+10,0.01442326209,3.88295
1163.67,2197656.837,-6718989.126,-7120.722712,-2437.114473,7069265.198,7526.235373,-28058754.59,5.319999975e+10,0.01442326209,3.5854
1237.211,1667829.288,-6877569.231,-7280.913812,-1873.699527,7076907.026,7518.141782,-28058754.59,5.319999975e+10,0.01442326209,3.67705
1309.2,1139339.362,-6992314.708,-7394.42415,-1312.917872,7084529.565,7510.077353,-28058754.59,5.319999975e+10,0.01442326209,3.59945
1380.519,609233.6984,-7065959.692,-7464.248604,-751.6327223,7092175.412,7501.996999,-28058754.59,5.319999975e+10,0.01442326209,3.56595
1451.992,74512.06659,-7099496.833,-7491.529432,-186.6848334,7099887.839,7493.855114,-28058754.59,5.319999975e+10,0.01442326209,3.57365
1528.897,-501237.8276,-7090497.486,-7473.29221,420.2398772,7108192.032,7485.098397,-28058754.59,5.319999975e+10,0.01442326209,3.84525
1599.725,-1028672.844,-7041053.39,-7413.244969,974.9903808,7115799.369,7477.085476,-28058754.59,5.319999975e+10,0.01442326209,3.5414
1676.018,-1590339.681,-6944118.177,-7302.871698,1564.442915,7123900.446,7468.561888,-28058754.59,5.319999975e+10,0.01442326209,3.81465
1756.221,-2169732.188,-6794214.806,-7136.851959,2171.094907,7132257.188,7459.779419,-28058754.59,5.319999975e+10,0.01442326209,4.01015
1839.917,-2757960.496,-6586641.126,-6910.589704,2785.545846,7140741.377,7450.873487,-28058754.59,5.319999975e+10,0.01442326209,4.1848
1924.014,-3327715.682,-6327236.755,-6630.796268,3379.309703,7148959.128,7442.257266,-28058754.59,5.319999975e+10,0.01442326209,4.20485
2003.975,-3845719.475,-6035307.665,-6318.258264,3917.957958,7156430.457,7434.432194,-28058754.59,5.319999975e+10,0.01442326209,3.99805
