t,type,r,v,details
4165.6572,apocenter,2158775.101,1465.238828,{"ecc": 0.05414755964711593, "energy": -1196366.806144494}
8322.1869,pericenter,1937000.512,1632.999591,{"ecc": 0.05414755966166551, "energy": -1196366.8061428422}
12485.9536,apocenter,2158774.293,1465.239409,{"ecc": 0.054147559646654075, "energy": -1196366.806145032}
