t,type,r,v,details
582.7260663,atmosphere_entry,6490839.073,6703.199542,{"altitude": 119839.07259089686, "energy": -38938759.273180135}
647.6768875,impact,6370836.784,6869.9451,{"penetration": 163.21567248459905, "energy": -38963768.48226866}
