t,x,y,vx,vy,r,v,energy,h,e,dt_eff
0,7000000,0,0,10670,7000000,10670,-14304.28571,7.469e+10,0.9994975554,0
21.443376,6998130.227,228780.452,-174.3606522,10667.15069,7001868.834,10668.57561,-14304.28571,7.469e+10,0.9994975554,1.0721688
25.7791056,6997297.885,275027.6683,-209.5821834,10665.88279,7002700.758,10667.94172,-14304.28571,7.469e+10,0.9994975554,0.2097792
29.9940816,6996342.369,319981.1186,-243.8052765,10664.42764,7003655.793,10667.21415,-14304.28571,7.469e+10,0.9994975554,0.2090592
34.2394704,6995234.187,365252.2575,-278.2550013,10662.74048,7004763.418,10666.37053,-14304.28571,7.469e+10,0.9994975554,0.2215248
38.671176,6993921.402,412502.0463,-314.1917906,10660.74252,7006075.543,10665.37142,-14304.28571,7.469e+10,0.9994975554,0.217056
43.0608816,6992464.115,459294.7879,-349.7598575,10658.52551,7007532.098,10664.26265,-14304.28571,7.469e+10,0.9994975554,0.2200512
47.4151584,6990864.408,505699.7464,-385.0100806,10656.09289,7009131.002,10663.04593,-14304.28571,7.469e+10,0.9994975554,0.2091888
51.5961168,6989183.995,550247.1625,-418.825505,10653.53874,7010810.571,10661.76826,-14304.28571,7.469e+10,0.9994975554,0.2097456
55.8738864,6987318.416,595814.5643,-453.3889504,10650.70458,7012675.213,10660.35035,-14304.28571,7.469e+10,0.9994975554,0.2260368
60.2779824,6985243.362,642714.4385,-488.9331105,10647.55396,7014749.224,10658.7739,-14304.28571,7.469e+10,0.9994975554,0.2158848
64.6462128,6983030.667,689218.1583,-524.1447041,10644.19641,7016960.807,10657.09364,-14304.28571,7.469e+10,0.9994975554,0.2154576
69.0691152,6980633.668,736288.449,-559.7501556,10640.56158,7019356.601,10655.27433,-14304.28571,7.469e+10,0.9994975554,0.2182704
73.4480352,6978105.476,782874.3131,-594.9520487,10636.7305,7021883.524,10653.35645,-14304.28571,7.469e+10,0.9994975554,0.2157024
77.838312,6975416.093,829563.6495,-630.1927677,10632.65818,7024571.555,10651.31743,-14304.28571,7.469e+10,0.9994975554,0.224504
