t,type,r,v,details
2917.6338,apocenter,7000826.619,7545.10901,{"ecc": 5.904087351671363e-05, "energy": -28467696.285717435}
5831.536,pericenter,7000000.001,7545.999999,{"ecc": 5.904088850317014e-05, "energy": -28467696.28572348}
8748.0225,apocenter,7000826.617,7545.109012,{"ecc": 5.904087440533613e-05, "energy": -28467696.285728704}
11663.6806,pericenter,7000000.006,7545.999993,{"ecc": 5.904088972108479e-05, "energy": -28467696.2857347}
14579.001,apocenter,7000826.613,7545.109017,{"ecc": 5.904087029162689e-05, "energy": -28467696.285742357}
17493.214,pericenter,7000000.007,7545.999992,{"ecc": 5.904088625674504e-05, "energy": -28467696.285748135}
20406.5074,apocenter,7000826.617,7545.109012,{"ecc": 5.90408629731479e-05, "energy": -28467696.285756815}
23321.11735,pericenter,7000000.004,7545.999996,{"ecc": 5.904088350017312e-05, "energy": -28467696.28576522}
26236.54315,apocenter,7000826.615,7545.109014,{"ecc": 5.9040865754035225e-05, "energy": -28467696.285772722}
