t,type,r,v,details
2982.938,apocenter,7204880.012,7383.884227,{"ecc": 0.014423264739060946, "energy": -28058754.57706707}
5961.61325,pericenter,7000001.467,7599.998391,{"ecc": 0.014423264748268145, "energy": -28058754.577062976}
8938.8575,apocenter,7204880.521,7383.883698,{"ecc": 0.014423264732148056, "energy": -28058754.577081848}
