t,x,y,vx,vy,r,v,energy,h,e,dt_eff
0,7000000,0,0,6000,7000000,6000,-38938754.29,4.2e+10,0.3677416998,0
21.352944,6998145.626,128106.3501,-173.6887298,5998.410381,6999318.069,6000.924502,-38938754.29,4.2e+10,0.3677416998,1.0676472
25.8801264,6997275.947,155260.6142,-210.5145537,5997.664763,6998998.252,6001.358095,-38938754.29,4.2e+10,0.3677416998,0.2313744
30.31274,6996262.904,181844.0701,-246.5716187,5996.796146,6998625.714,6001.863175,-38938754.29,4.2e+10,0.3677416998,0.2104360001
34.6482192,6995117.447,207840.9732,-281.8391045,5995.813881,6998204.482,6002.434287,-38938754.29,4.2e+10,0.3677416998,0.2095584
38.8925088,6993847.971,233286.6777,-316.3654098,5994.725127,6997737.642,6003.067251,-38938754.29,4.2e+10,0.3677416998,0.2099376001
43.1092704,6992441.609,258562.5047,-350.6684546,5993.518806,6997220.465,6003.768487,-38938754.29,4.2e+10,0.3677416998,0.2089967999
47.7402096,6990730.454,286314.7846,-388.3416629,5992.050804,6996591.202,6004.621727,-38938754.29,4.2e+10,0.3677416998,0.2434752
52.2434832,6988899.156,313295.1439,-424.9772472,5990.479439,6995917.757,6005.534911,-38938754.29,4.2e+10,0.3677416998,0.2336111999
57.1215024,6986729.316,342512.3433,-464.6626665,5988.617192,6995119.816,6006.616957,-38938754.29,4.2e+10,0.3677416998,0.2475263999
61.6555632,6984538.881,369660.8894,-501.5509656,5986.736839,6994314.302,6007.709327,-38938754.29,4.2e+10,0.3677416998,0.2105472
65.9147184,6982328.902,395155.3348,-536.2037932,5984.83927,6993501.6,6008.811496,-38938754.29,4.2e+10,0.3677416998,0.2095104
70.1830272,6979966.103,420696.1916,-570.932249,5982.809996,6992632.701,6009.989941,-38938754.29,4.2e+10,0.3677416998,0.2096592
74.3899008,6977492.264,445860.6904,-605.1620471,5980.684816,6991722.967,6011.223833,-38938754.29,4.2e+10,0.3677416998,0.2104848
78.6175296,6974861.148,471140.0709,-639.5619933,5978.423918,6990755.396,6012.536244,-38938754.29,4.2e+10,0.3677416998,0.2106095999
83.05008,6971946.32,497634.2346,-675.630817,5975.918497,6989683.492,6013.990263,-38938754.29,4.2e+10,0.3677416998,0.2302719999
87.3465312,6968968.397,523304.0229,-710.59365,5973.358051,6988588.386,6015.475853,-38938754.29,4.2e+10,0.3677416998,0.2428416
91.9994688,6965573.957,551090.9521,-748.4591615,5970.4385,6987340.109,6017.169351,-38938754.29,4.2e+10,0.3677416998,0.2375808
96.614088,6962033.452,578635.2813,-786.0147041,5967.392206,6986038.117,6018.935858,-38938754.29,4.2e+10,0.3677416998,0.2380128001
101.167336,6958370.166,605799.175,-823.0726909,5964.239075,6984690.974,6020.763772,-38938754.29,4.2e+10,0.3677416998,0.209032
105.67784,6954574.899,632693.5831,-859.784742,5960.971061,6983295.296,6022.657702,-38938754.29,4.2e+10,0.3677416998,0.212056
