t,type,r,v,details
2920.2124,apocenter,7000826.614,7545.109016,{"ecc": 5.9040871904003705e-05, "energy": -28467696.285717856}
5832.5588,pericenter,7000000.003,7545.999997,{"ecc": 5.9040884822003675e-05, "energy": -28467696.28572251}
8748.8645,apocenter,7000826.615,7545.109014,{"ecc": 5.904086623897965e-05, "energy": -28467696.28572919}
11663.578,pericenter,7000000.006,7545.999993,{"ecc": 5.904088249453214e-05, "energy": -28467696.285735287}
14579.378,apocenter,7000826.612,7545.109018,{"ecc": 5.904086853614212e-05, "energy": -28467696.285740647}
17492.6853,pericenter,7000000.006,7545.999994,{"ecc": 5.904088263286597e-05, "energy": -28467696.285746068}
20406.3098,apocenter,7000826.617,7545.109012,{"ecc": 5.9040865771132e-05, "energy": -28467696.28575295}
