t,type,r,v,details
2921.1334,apocenter,7000826.611,7545.109019,{"ecc": 5.9040860518777664e-05, "energy": -28467696.28572374}
5834.65595,pericenter,7000000.007,7545.999993,{"ecc": 5.904090530439759e-05, "energy": -28467696.285745163}
8751.35285,apocenter,7000826.607,7545.109022,{"ecc": 5.9040850007409054e-05, "energy": -28467696.285776805}
