t,x,y,vx,vy,r,v,energy,h,e,dt_eff
0,7000000,0,0,11500,7000000,11500,9186245.714,8.05e+10,1.322671117,0
23.174568,6997816.31,266479.8231,-188.4070949,11496.41399,7002888.304,11497.95772,9186245.714,8.05e+10,1.322671117,1.1587284
28.0741296,6996795.739,322803.2387,-228.1850032,11494.73904,7004238.184,11497.0037,9186245.714,8.05e+10,1.322671117,0.2471472
32.413128,6995729.267,372675.1877,-263.3857287,11492.98945,7005648.776,11496.00707,9186245.714,8.05e+10,1.322671117,0.208912
36.8110272,6994492.52,423215.8311,-299.0351705,11490.9614,7007284.585,11494.85172,9186245.714,8.05e+10,1.322671117,0.2470416
41.175696,6993110.178,473365.2189,-334.3823963,11488.69572,7009112.968,11493.56085,9186245.714,8.05e+10,1.322671117,0.210408
45.718856,6991507.521,525554.3411,-371.1362402,11486.07042,7011232.757,11492.06491,9186245.714,8.05e+10,1.322671117,0.221144
50.332664,6989709.149,578542.1807,-408.4166597,11483.12641,7013611.412,11490.38713,9186245.714,8.05e+10,1.322671117,0.2105
54.744408,6987828.77,629196.1028,-444.0178865,11480.05029,7016098.535,11488.6338,9186245.714,8.05e+10,1.322671117,0.223756
59.100176,6985818.267,679193.4705,-479.1189726,11476.7637,7018757.769,11486.76021,9186245.714,8.05e+10,1.322671117,0.209596
63.6168,6983572.172,731021.5115,-515.4615054,11473.09494,7021728.614,11484.66839,9186245.714,8.05e+10,1.322671117,0.2388192
68.381736,6981024.813,785680.287,-553.7370655,11468.93785,7025097.932,11482.29768,9186245.714,8.05e+10,1.322671117,0.225936
73.0828368,6978333.012,839586.716,-591.4298624,11464.54937,7028658.299,11479.79449,9186245.714,8.05e+10,1.322671117,0.2422464
77.6661456,6975538.228,892121.9579,-628.1069097,11459.9977,7032354.88,11477.19763,9186245.714,8.05e+10,1.322671117,0.2346816
82.29216,6972547.116,945124.922,-665.0500051,11455.13158,7036311.136,11474.42073,9186245.714,8.05e+10,1.322671117,0.2346864
87.076584,6969274,999918.5207,-703.1736218,11449.81295,7040640.393,11471.38482,9186245.714,8.05e+10,1.322671117,0.2341968
91.809552,6965856.828,1054097.106,-740.7981173,11444.2672,7045160.187,11468.21842,9186245.714,8.05e+10,1.322671117,0.2421792
96.560472,6962247.826,1108454.121,-778.4716656,11438.41786,7049933.711,11464.87773,9186245.714,8.05e+10,1.322671117,0.2345664
101.31636,6958456.017,1162839.473,-816.086148,11432.28076,7054949.027,11461.37164,9186245.714,8.05e+10,1.322671117,0.2299344
106.002,6954545.504,1216392.324,-853.0443799,11425.96066,7060121.349,11457.75989,9186245.714,8.05e+10,1.322671117,0.2333232
110.6734608,6950474.679,1269753.011,-889.7871314,11419.3913,7065505.712,11454.00449,9186245.714,8.05e+10,1.322671117,0.2408832
115.4914896,6946096.592,1324755.087,-927.5699496,11412.33727,7071296.48,11449.97065,9186245.714,8.05e+10,1.322671117,0.2387664
120.3202752,6941526.369,1379845.181,-965.3178508,11404.98597,7077341.383,11445.76531,9186245.714,8.05e+10,1.322671117,0.2370288
125.1635232,6936759.66,1435063.934,-1003.054454,11397.33198,7083646.171,11441.38517,9186245.714,8.05e+10,1.322671117,0.2413488
129.9380208,6931882.022,1489461.912,-1040.129238,11389.51397,7090097.683,11436.90943,9186245.714,8.05e+10,1.322671117,0.2399712
134.567976,6926983.279,1542176.804,-1075.958106,11381.67644,7096577.108,11432.42076,9186245.714,8.05e+10,1.322671117,0.237744
139.401408,6921692.583,1597169.055,-1113.227793,11373.22787,7103574.959,11427.58016,9186245.714,8.05e+10,1.322671117,0.236592
144.1769472,6916288.669,1651461.891,-1149.912893,11364.61568,7110722.56,11422.64371,9186245.714,8.05e+10,1.322671117,0.2336784
