t,x,y,vx,vy,r,v,energy,h,e,dt_eff
0,7000000,0,0,6000,7000000,6000,-38938754.29,4.2e+10,0.3677416998,0
22.4574,6997948.833,134731.2381,-182.6727524,5998.241667,6999245.7,6001.022616,-38938754.29,4.2e+10,0.3677416998,1.12287
27.061056,6997021.672,162343.3063,-220.1207656,5997.446748,6998904.744,6001.48487,-38938754.29,4.2e+10,0.3677416998,0.210632
31.5902448,6995941.269,189504.831,-256.9635766,5996.520346,6998507.435,6002.023537,-38938754.29,4.2e+10,0.3677416998,0.2227056
36.0810432,6994705.271,216431.6677,-293.4947218,5995.460398,6998052.907,6002.639797,-38938754.29,4.2e+10,0.3677416998,0.2199744
40.51176,6993325.031,242993.2829,-329.5378156,5994.276591,6997545.335,6003.327995,-38938754.29,4.2e+10,0.3677416998,0.216276
44.990032,6991767.698,269834.3449,-365.9685471,5992.940688,6996972.639,6004.104518,-38938754.29,4.2e+10,0.3677416998,0.209512
49.391152,6990078.238,296206.8561,-401.7724988,5991.491197,6996351.354,6004.946953,-38938754.29,4.2e+10,0.3677416998,0.21908
53.842584,6988209.173,322874.0533,-437.9866903,5989.887313,6995664.021,6005.878983,-38938754.29,4.2e+10,0.3677416998,0.230468
58.366624,6986144.448,349968.5885,-474.7926341,5988.115162,6994904.736,6006.908626,-38938754.29,4.2e+10,0.3677416998,0.225104
62.801432,6983958.828,376520.6199,-510.8737369,5986.238827,6994100.992,6007.998608,-38938754.29,4.2e+10,0.3677416998,0.224384
67.278648,6981589.99,403317.803,-547.3010732,5984.204715,6993229.872,6009.180022,-38938754.29,4.2e+10,0.3677416998,0.217236
71.896008,6978976.17,430943.9049,-584.870002,5981.959649,6992268.661,6010.483688,-38938754.29,4.2e+10,0.3677416998,0.234972
76.414704,6976250.25,457969.3246,-621.6375785,5979.617641,6991266.226,6011.843345,-38938754.29,4.2e+10,0.3677416998,0.2106
80.9732496,6973331.941,485222.0233,-658.7309151,5977.109595,6990193.043,6013.299055,-38938754.29,4.2e+10,0.3677416998,0.2314752
85.5344208,6970242.71,512478.6424,-695.8472242,5974.453816,6989057.004,6014.840127,-38938754.29,4.2e+10,0.3677416998,0.2407392
89.9620176,6967082.015,538925.1486,-731.8781979,5971.735706,6987894.684,6016.41696,-38938754.29,4.2e+10,0.3677416998,0.2139024
94.3744608,6963773.421,565268.8642,-767.7875206,5968.889438,6986677.976,6018.067697,-38938754.29,4.2e+10,0.3677416998,0.2207232
98.79818057,6960297.311,591666.9927,-803.790361,5965.897995,6985399.666,6019.802142,-38938754.29,4.2e+10,0.3677416998,0.2180982857
103.3607616,6956545.238,618879.5727,-840.9252495,5962.667836,6984019.872,6021.674435,-38938754.29,4.2e+10,0.3677416998,0.2422512
107.9959584,6952559.946,646509.8155,-878.6532328,5959.235502,6982554.314,6023.663277,-38938754.29,4.2e+10,0.3677416998,0.2253888
112.5669888,6948458.557,673741.6419,-915.8610677,5955.701674,6981046.062,6025.710242,-38938754.29,4.2e+10,0.3677416998,0.2185776
117.045432,6944275.293,700405.8922,-952.3173816,5952.095727,6979507.701,6027.798266,-38938754.29,4.2e+10,0.3677416998,0.220488
121.75464,6939700.364,728426.3211,-990.6545729,5948.150348,6977825.309,6030.08201,-38938754.29,4.2e+10,0.3677416998,0.230448
126.327912,6935084.694,755619.7808,-1027.88752,5944.167905,6976127.935,6032.38633,-38938754.29,4.2e+10,0.3677416998,0.2358
131.0483808,6930141.871,783669.0317,-1066.321419,5939.901043,6974310.253,6034.854246,-38938754.29,4.2e+10,0.3677416998,0.2437824
135.375172,6925451.903,809361.0283,-1101.552366,5935.850399,6972585.556,6037.196168,-38938754.29,4.2e+10,0.3677416998,0.211796
