t,type,r,v,details
2918.5177,apocenter,7000826.617,7545.109012,{"ecc": 5.904086936714405e-05, "energy": -28467696.285718918}
5833.6633,pericenter,7000000.005,7545.999995,{"ecc": 5.904089068120566e-05, "energy": -28467696.285727035}
8749.7404,apocenter,7000826.613,7545.109017,{"ecc": 5.904087451569239e-05, "energy": -28467696.28573375}
11661.9946,pericenter,7000000.003,7545.999997,{"ecc": 5.9040894754836185e-05, "energy": -28467696.285742465}
14578.7734,apocenter,7000826.613,7545.109016,{"ecc": 5.904086977259757e-05, "energy": -28467696.285752553}
