t,type,r,v,details
24223.53758,apocenter,50441312.25,1387.7514,{"ecc": 0.7562729702254868, "energy": -6938756.431241695}
48445.68423,pericenter,7000051.795,9999.957655,{"ecc": 0.7562729702392724, "energy": -6938756.430904575}
72667.25866,apocenter,50441311.29,1387.751509,{"ecc": 0.7562729702226434, "energy": -6938756.431313302}
96888.92061,pericenter,7000101.482,9999.917239,{"ecc": 0.7562729702318051, "energy": -6938756.431089245}
121108.1633,apocenter,50441311.66,1387.751467,{"ecc": 0.7562729702180299, "energy": -6938756.431427746}
