t,type,r,v,details
5722.382607,pericenter,74802916.76,41178.20712,{"ecc": 0.0013156168362269405, "energy": -845594483.3333406}
11444.47864,apocenter,75000000,41070,{"ecc": 0.0013156168362339349, "energy": -845594483.3333275}
17166.18156,pericenter,74802916.76,41178.20713,{"ecc": 0.001315616836234934, "energy": -845594483.3333353}
