t,type,r,v,details
5723.6368,pericenter,74802916.66,41178.20718,{"ecc": 0.0013156185367547495, "energy": -845594483.5624965}
11447.946,apocenter,74999999.86,41070.00007,{"ecc": 0.0013156185361978619, "energy": -845594483.562503}
