t,type,r,v,details
2981.303,apocenter,7204880.594,7383.883616,{"ecc": 0.014423257837130509, "energy": -28058754.61671772}
5962.2707,pericenter,7000001.876,7599.997949,{"ecc": 0.014423257853127959, "energy": -28058754.61671031}
8937.8866,apocenter,7204880.747,7383.883458,{"ecc": 0.014423257839978158, "energy": -28058754.616725303}
11916.93175,pericenter,7000000.746,7599.999158,{"ecc": 0.014423257850084971, "energy": -28058754.61672048}
14897.3369,apocenter,7204879.902,7383.884336,{"ecc": 0.014423257839970297, "energy": -28058754.616732024}
17876.0386,pericenter,7000001.576,7599.998269,{"ecc": 0.01442325784991346, "energy": -28058754.616727266}
