t,type,r,v,details
18555.694,apocenter,97003807.56,5538.957946,{"ecc": 0.5645295058236985, "energy": -55112629.62973459}
37112.0688,pericenter,27000096.93,19899.95434,{"ecc": 0.564529505825902, "energy": -55112629.62953371}
55667.89655,apocenter,97003792.9,5538.959867,{"ecc": 0.5645295058240118, "energy": -55112629.62970707}
74219.6172,pericenter,27000152.2,19899.9283,{"ecc": 0.5645295058258981, "energy": -55112629.62953505}
92774.363,apocenter,97003791.22,5538.960088,{"ecc": 0.5645295058240388, "energy": -55112629.62970576}
