t,type,r,v,details
5727.12105,pericenter,74802917.16,41178.20691,{"ecc": 0.0013156168377803645, "energy": -845594483.3333409}
11451.953,apocenter,74999999.04,41070.00053,{"ecc": 0.001315616833447053, "energy": -845594483.3333803}
