t,x,y,vx,vy,r,v,energy,h,e,dt_eff
0,7000000,0,0,-7600,7000000,7600,-28058754.29,5.32e+10,0.0144233172,0
896.434,3986706.795,-5806592.584,-6176.317638,-4348.611651,7043461.401,7553.629781,-28058754.52,5.319999981e+10,0.0144232754,44.8217
978.746,3463596.531,-6141676.44,-6525.747003,-3788.251049,7051006.341,7545.609316,-28058754.52,5.319999981e+10,0.0144232754,4.1156
1056.153,2947251.429,-6413694.551,-6807.585516,-3236.312176,7058453.71,7537.701046,-28058754.52,5.319999981e+10,0.0144232754,3.87035
1138.358,2377080.361,-6654879.325,-7055.362289,-2628.188466,7066677.428,7528.978127,-28058754.52,5.319999981e+10,0.0144232754,4.11025
1228.482,1731312.052,-6860919.355,-7264.2271,-1941.142558,7075991.508,7519.110971,-28058754.52,5.319999981e+10,0.0144232754,4.5062
1310.76,1127802.561,-6994353.434,-7396.406135,-1300.689687,7084696.082,7509.90129,-28058754.52,5.319999981e+10,0.0144232754,4.1139
1400.58,459367.7614,-7079449.137,-7476.219537,-593.1715014,7094337.096,7499.714061,-28058754.52,5.319999981e+10,0.0144232754,4.491
1502.411,-303130.6582,-7098865.733,-7485.120822,211.5658893,7105334.819,7488.110165,-28058754.52,5.319999981e+10,0.0144232754,5.09155
1587.015,-934361.2928,-7052816.076,-7427.048925,875.8814823,7114439.235,7478.517507,-28058754.52,5.319999981e+10,0.0144232754,4.2302
1668.736,-1537114.103,-6955307.521,-7315.42715,1508.641635,7123132.912,7469.369048,-28058754.52,5.319999981e+10,0.0144232754,4.08605
1766.025,-2239586.013,-6772571.314,-7113.11186,2244.139072,7133264.87,7458.721104,-28058754.52,5.319999981e+10,0.0144232754,4.86445
1854.413,-2857815.327,-6545506.252,-6866.046588,2889.706995,7142181.778,7449.362541,-28058754.52,5.319999981e+10,0.0144232754,4.4194
1928.12,-3354910.936,-6313303.419,-6615.831177,3407.616609,7149351.54,7441.846082,-28058754.52,5.319999981e+10,0.0144232754,3.68535
2001.222,-3828309.371,-6046069.186,-6329.746133,3899.872061,7156179.515,7434.694897,-28058754.52,5.319999981e+10,0.0144232754,3.6551
2073.997,-4277504.896,-5745139.451,-6009.256513,4366.092758,7162658.406,7427.915577,-28058754.52,5.319999981e+10,0.0144232754,3.63875
2148.538,-4712120.153,-5402725.06,-5646.159196,4816.378466,7168927.005,7421.362085,-28058754.52,5.319999981e+10,0.0144232754,3.72705
2221.415,-5109682.708,-5036556.933,-5259.285704,5227.586421,7174661.185,7415.37227,-28058754.52,5.319999981e+10,0.0144232754,3.64385
2295.506,-5483847.829,-4634721.612,-4836.042664,5613.993918,7180057.899,7409.739291,-28058754.52,5.319999981e+10,0.01442327539,3.70455
2368.279,-5819829.607,-4213362.932,-4393.416016,5960.474098,7184903.886,7404.684717,-28058754.52,5.319999981e+10,0.01442327539,3.63865
2441.023,-6122592.957,-3768218.343,-3926.86207,6272.297767,7189270.756,7400.132769,-28058754.52,5.319999981e+10,0.01442327539,3.6372
2512.062,-6384747.296,-3312853.418,-3450.511358,6541.991333,7193051.911,7396.193563,-28058754.52,5.319999981e+10,0.01442327539,3.55195
2583.916,-6614817.145,-2834067.695,-2950.46973,6778.444193,7196370.305,7392.738147,-28058754.52,5.319999981e+10,0.01442327539,3.5927
2656.226,-6809488.3,-2336457.769,-2431.473152,6978.346005,7199178.135,7389.815604,-28058754.52,5.319999981e+10,0.01442327539,3.6155
