t,x,y,vx,vy,r,v,energy,h,e,dt_eff
0,7000000,0,0,7600,7000000,7600,-28058754.29,5.32e+10,0.0144233172,0
897.4636076,3980345.203,5811066.434,-6180.995838,4341.789841,7043553.154,7553.532192,-28058754.52,5.319999981e+10,0.01442327513,44.87318038
980.7328467,3450623.109,6149189.324,-6533.556323,3774.369036,7051193.458,7545.410516,-28058754.52,5.319999981e+10,0.01442327513,4.163461952
1065.958084,2880343.146,6445076.908,-6839.960031,3164.876859,7059418.743,7536.676904,-28058754.52,5.319999981e+10,0.01442327512,4.261261859
1149.417387,2298890.017,6683485.23,-7084.559055,2544.90383,7067805.185,7527.782709,-28058754.52,5.319999981e+10,0.01442327512,4.17296515
1231.277754,1710995.48,6866316.138,-7269.640078,1919.556692,7076284.537,7518.800753,-28058754.52,5.319999981e+10,0.01442327512,4.093018341
1313.663103,1106324.738,6998096.428,-7400.040722,1277.926113,7085005.86,7509.573745,-28058754.52,5.319999981e+10,0.01442327512,4.119267466
1396.999695,486131.557,7077274.752,-7474.329991,621.4632159,7093951.071,7500.121689,-28058754.52,5.319999981e+10,0.01442327512,4.166829591
1477.809174,-118901.7111,7101682.33,-7490.892049,-17.35981282,7102677.631,7490.912165,-28058754.52,5.319999981e+10,0.01442327512,4.040473957
1554.673442,-693664.26,7077053.764,-7456.21112,-622.7693519,7110967.591,7482.173877,-28058754.52,5.319999981e+10,0.01442327512,3.843213391
1630.586467,-1256874.63,7007262.082,-7374.256198,-1214.642999,7119090.934,7473.621083,-28058754.52,5.319999981e+10,0.01442327512,3.795651267
1705.885936,-1807643.945,6893986.435,-7246.961339,-1792.137581,7127034.839,7465.266623,-28058754.52,5.319999981e+10,0.01442327512,3.764973467
1780.319046,-2341006.18,6739735.094,-7077.173257,-2350.154772,7134727.68,7457.185043,-28058754.52,5.319999981e+10,0.01442327512,3.721655489
1855.973732,-2868527.577,6540987.47,-6861.158096,-2900.878746,7142336.28,7449.200488,-28058754.52,5.319999981e+10,0.01442327512,3.782734299
1930.563691,-3371067.042,6304955.701,-6606.868108,-3424.431766,7149584.561,7441.601919,-28058754.52,5.319999981e+10,0.01442327512,3.729497934
2006.920506,-3864311.663,6023739.109,-6305.910779,-3937.270014,7156698.784,7434.151325,-28058754.52,5.319999981e+10,0.01442327512,3.817840775
2083.076186,-4331872.045,5705242.665,-5966.872348,-4422.463294,7163442.558,7427.095476,-28058754.52,5.319999981e+10,0.01442327512,3.807783991
2159.546486,-4773965.63,5349351.076,-5589.684801,-4880.38985,7169819.02,7420.429992,-28058754.52,5.319999981e+10,0.01442327512,3.823515014
2238.692445,-5199721.975,4945431.34,-5163.195753,-5320.624806,7175959.849,7414.016368,-28058754.52,5.319999981e+10,0.01442327512,3.957297904
2318.161327,-5591884.903,4506266.06,-4700.987099,-5725.45783,7181616.153,7408.113597,-28058754.52,5.319999981e+10,0.01442327512,3.973444116
2395.403877,-5936684.784,4050041.969,-4222.125317,-6080.871126,7186589.328,7402.927518,-28058754.52,5.319999981e+10,0.01442327512,3.862127524
2481.112578,-6274698.993,3513590.211,-3660.397005,-6428.812724,7191464.637,7397.846935,-28058754.52,5.319999981e+10,0.01442327512,4.285435043
2558.494447,-6537534.148,3005386.937,-3129.310158,-6699.041405,7195255.616,7393.898688,-28058754.52,5.319999981e+10,0.01442327512,3.869093461
2630.690154,-6745034.018,2513821.243,-2616.387192,-6912.177164,7198248.478,7390.783117,-28058754.52,5.319999981e+10,0.01442327512,3.609785313
2703.174647,-6915584.681,2006212.889,-2087.354776,-7087.227475,7200708.412,7388.223281,-28058754.52,5.319999981e+10,0.01442327512,3.624224639
2775.281779,-7046780.308,1490082.009,-1549.941644,-7221.803069,7202600.718,7386.254711,-28058754.52,5.319999981e+10,0.01442327512,3.605356638
2847.156407,-7138676.834,967391.2347,-1006.068351,-7316.024989,7203926.203,7384.876111,-28058754.52,5.319999981e+10,0.01442327512,3.593731367
2918.87234,-7191202.249,440544.3062,-458.1097423,-7369.863945,7204683.828,7384.088238,-28058754.52,5.319999981e+10,0.01442327512,3.585796657
2981.371139,-7204851.099,-20660.47641,21.48312357,-7383.852245,7204880.721,7383.883497,-28058754.52,5.319999981e+10,0.01442327512,3.676399967
3067.945046,-7174238.278,-658976.2692,685.2730223,-7352.476891,7204439.228,7384.342594,-28058754.52,5.319999981e+10,0.01442327512,4.443806306
3159.349577,-7079769.039,-1327096.294,1380.316258,-7255.630366,7203076.719,7385.759607,-28058754.52,5.319999981e+10,0.01442327512,4.592535975
3251.711624,-6920283.328,-1990191.013,2070.66429,-7092.048118,7200776.458,7388.152483,-28058754.52,5.319999981e+10,0.01442327512,4.62261406
3351.922436,-6676074.619,-2688958.154,2799.055379,-6841.36407,7197254.217,7391.818001,-28058754.52,5.319999981e+10,0.01442327512,5.078998244
