t,type,r,v,details
5723.9463,pericenter,74802916.73,41178.20714,{"ecc": 0.0013156178388169669, "energy": -845594483.4677571}
11448.6856,apocenter,74999999.72,41070.00015,{"ecc": 0.0013156178379702, "energy": -845594483.4677666}
17168.2904,pericenter,74802916.76,41178.20712,{"ecc": 0.0013156178387949847, "energy": -845594483.4677761}
22892.0759,apocenter,74999999.79,41070.00011,{"ecc": 0.0013156178382235531, "energy": -845594483.4677814}
